_id,CRASH_CRN,DISTRICT,CRASH_COUNTY,MUNICIPALITY,POLICE_AGCY,CRASH_YEAR,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,ILLUMINATION,WEATHER,ROAD_CONDITION,COLLISION_TYPE,RELATION_TO_ROAD,INTERSECT_TYPE,TCD_TYPE,URBAN_RURAL,LOCATION_TYPE,SCH_BUS_IND,SCH_ZONE_IND,TOTAL_UNITS,PERSON_COUNT,VEHICLE_COUNT,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,BUS_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MAJ_INJ_COUNT,MOD_INJ_COUNT,MIN_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,UNBELTED_OCC_COUNT,UNB_DEATH_COUNT,UNB_MAJ_INJ_COUNT,BELTED_DEATH_COUNT,BELTED_MAJ_INJ_COUNT,MCYCLE_DEATH_COUNT,MCYCLE_MAJ_INJ_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_MAJ_INJ_COUNT,PED_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,COMM_VEH_COUNT,MAX_SEVERITY_LEVEL,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,LATITUDE,LONGITUDE,DEC_LAT,DEC_LONG,EST_HRS_CLOSED,LANE_CLOSED,LN_CLOSE_DIR,NTFY_HIWY_MAINT,RDWY_SURF_TYPE_CD,SPEC_JURIS_CD,TCD_FUNC_CD,TFC_DETOUR_IND,WORK_ZONE_IND,WORK_ZONE_TYPE,WORK_ZONE_LOC,CONS_ZONE_SPD_LIM,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,FLAG_CRN,INTERSTATE,STATE_ROAD,LOCAL_ROAD,LOCAL_ROAD_ONLY,TURNPIKE,WET_ROAD,SNOW_SLUSH_ROAD,ICY_ROAD,SUDDEN_DEER,SHLDR_RELATED,REAR_END,HO_OPPDIR_SDSWP,HIT_FIXED_OBJECT,SV_RUN_OFF_RD,WORK_ZONE,PROPERTY_DAMAGE_ONLY,FATAL_OR_MAJ_INJ,INJURY,FATAL,NON_INTERSECTION,INTERSECTION,SIGNALIZED_INT,STOP_CONTROLLED_INT,UNSIGNALIZED_INT,SCHOOL_BUS,SCHOOL_ZONE,HIT_DEER,HIT_TREE_SHRUB,HIT_EMBANKMENT,HIT_POLE,HIT_GDRAIL,HIT_GDRAIL_END,HIT_BARRIER,HIT_BRIDGE,OVERTURNED,MOTORCYCLE,BICYCLE,HVY_TRUCK_RELATED,VEHICLE_FAILURE,TRAIN_TROLLEY,PHANTOM_VEHICLE,ALCOHOL_RELATED,DRINKING_DRIVER,UNDERAGE_DRNK_DRV,UNLICENSED,CELL_PHONE,NO_CLEARANCE,RUNNING_RED_LT,TAILGATING,CROSS_MEDIAN,CURVE_DVR_ERROR,LIMIT_65MPH,SPEEDING,SPEEDING_RELATED,AGGRESSIVE_DRIVING,FATIGUE_ASLEEP,DRIVER_16YR,DRIVER_17YR,DRIVER_65_74YR,DRIVER_75PLUS,UNBELTED,PEDESTRIAN,DISTRACTED,CURVED_ROAD,DRIVER_18YR,DRIVER_19YR,DRIVER_20YR,DRIVER_50_64YR,VEHICLE_TOWED,FIRE_IN_VEHICLE,HIT_PARKED_VEHICLE,MC_DRINKING_DRIVER,DRUGGED_DRIVER,INJURY_OR_FATAL,COMM_VEHICLE,IMPAIRED_DRIVER,DEER_RELATED,DRUG_RELATED,HAZARDOUS_TRUCK,ILLEGAL_DRUG_RELATED,ILLUMINATION_DARK,MINOR_INJURY,MODERATE_INJURY,MAJOR_INJURY,NHTSA_AGG_DRIVING,PSP_REPORTED,RUNNING_STOP_SIGN,TRAIN,TROLLEY,ROADWAY_CRN,RDWY_SEQ_NUM,ADJ_RDWY_SEQ,ACCESS_CTRL,ROADWAY_COUNTY,LANE_COUNT,RDWY_ORIENT,ROAD_OWNER,ROUTE,SPEED_LIMIT,SEGMENT,OFFSET,STREET_NAME,TOT_INJ_COUNT,SCHOOL_BUS_UNIT
3186,2024048478,11,02,02445,02445,2024,06,2,,,,3,1,4,1,00,0,2,00,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40 28:49.197,79 58:38.756,40.480333,-79.977432,,,4,N,,,,N,0,,,,,,,,,,,,2024048478,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048478,3,,3,02,,W,4,ALDB,25,,,HOWARD ST,0,
3187,2024048541,11,02,02116,02116,2024,05,5,,,,3,1,1,1,03,3,2,02,0,0,2,11,2,0,0,0,0,1,0,1,0,0,6,0,,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,40 30:53.571,80 00:15.544,40.514881,-80.004318,,,2,N,,,,N,0,,,,,,,,,,,,2024048541,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,2024048541,3,,3,02,,S,2,4003,45,,460,MCKNIGHT RD,6,
3188,2024048542,11,02,02117,02117,2024,05,4,,,,3,1,5,6,00,0,2,00,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:05.542,80 05:18.103,40.401539,-80.088362,,,1,N,,,,N,0,,,,,,,,,,,,2024048542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,2024048542,3,,,02,,N,4,,25,,,CAROTHERS AV,0,
3189,2024048546,11,02,02304,02304,2024,05,6,,,,3,1,1,1,01,2,2,00,0,0,2,2,2,1,0,0,0,1,0,0,0,0,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,40 21:04.831,79 52:00.407,40.351342,-79.86678,,,3,N,,,,Y,0,,,,,,,,,,,,2024048546,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,2024048546,5,,,02,,S,4,,25,,,MARKET ST,1,
3190,2024048612,11,02,02102,68B03,2024,05,7,,,,3,9,98,1,00,0,2,03,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 22:50.004,80 05:51.053,40.380557,-80.097515,,,2,N,,,,N,0,,,,,,,,,,,,2024048612,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,2024048612,3,,1,02,,S,1,0079,55,,2433,RAYMOND P SHAFER HW,0,
3191,2024048689,11,02,02463,02463,2024,05,1,,,,3,1,4,1,00,3,2,07,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40 24:48.871,79 51:09.037,40.413575,-79.85251,,,,N,,,,,0,,,,,,,,,,,,2024048689,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048689,3,,,02,,W,4,,25,,,YOST BL,0,
3192,2024048705,11,02,02473,02473,2024,06,2,,,,3,1,4,1,00,2,2,07,0,0,2,4,2,1,0,0,0,0,1,0,0,0,2,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 20:49.403,79 57:09.110,40.347056,-79.952531,,,6,N,,,,Y,0,,,,,,,,,,,,2024048705,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,2024048705,3,,,02,,S,4,,25,,,REGIS AV,2,
3193,2024048720,11,02,02403,02403,2024,06,2,,,,,1,2,1,01,0,2,00,0,0,2,3,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 23:40.352,79 58:12.208,40.394542,-79.970058,,,7,N,,,,N,0,,,,,,,,,,,,2024048720,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,2024048720,4,,,02,,U,4,,25,,,CUSTER AV,0,
3194,2024048785,11,02,02301,02301,2024,05,3,,,,3,1,5,1,00,0,2,00,0,0,2,2,2,1,0,0,0,0,1,0,0,0,2,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:45.187,80 01:49.848,40.445885,-80.030513,,,4,N,,,,N,0,,,,,,,,,,,,2024048785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,2024048785,3,,3,02,2,B,2,0051,35,,680,WEST CARSON ST,2,
3195,2024048860,11,02,02301,02503,2024,06,2,,,,3,1,8,1,03,3,2,00,0,0,2,2,1,0,0,1,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,40 27:40.800,79 59:34.881,40.461333,-79.993023,,,7,N,,,,Y,0,,,,,,,,,,,,2024048860,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048860,3,,3,02,2,N,4,AHA7,25,,,GOEHRING ST,1,
3196,2024048865,11,02,02467,02467,2024,06,3,,,,3,1,8,1,01,2,2,00,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,40 24:22.018,79 49:30.693,40.406116,-79.825193,,,4,N,,,,N,0,,,,,,,,,,,,2024048865,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,2024048865,5,,,02,,S,4,,25,,,GRANT ST,1,
3197,2024048872,11,02,02301,02503,2024,05,3,,,,3,1,1,1,00,2,2,00,0,0,2,2,2,0,0,1,0,0,1,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,40 26:54.042,79 56:03.981,40.448345,-79.934439,,,,N,,,,,0,,,,,,,,,,,,2024048872,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,2024048872,3,,,02,,E,4,,25,,,5TH AV,1,
3198,2024048877,11,02,02407,02407,2024,05,6,,,,3,1,1,1,00,0,2,00,0,0,3,3,3,0,0,0,2,0,0,1,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,0,40 18:19.521,80 01:52.601,40.305423,-80.031278,,,,N,,,,,0,,,,,,,,,,,,2024048877,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048877,3,,3,02,,N,2,0088,35,,1895,LIBRARY RD,1,
3199,2024048878,11,02,02463,02463,2024,05,5,,,,3,1,8,1,01,2,2,00,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,40 24:55.589,79 52:36.492,40.415441,-79.876803,,,,N,,,,,0,,,,,,,,,,,,2024048878,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048878,3,,,02,,E,4,,25,,,WOODSTOCK AV,1,
3200,2024048882,11,02,02301,02301,2024,05,5,2328,23,,3,1,7,4,00,0,2,03,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 28:53.210,79 53:04.318,40.481447,-79.884533,,,7,N,,,0,N,0,,,,,,,,,,,,2024048882,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,2024048882,3,,3,02,,W,2,0130,45,,39,ALLEGHENY RIVER BL,0,
3201,2024048886,11,02,02435,02435,2024,06,3,,,,3,1,1,1,01,2,2,00,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:18.982,80 02:46.269,40.421939,-80.046186,,,,N,,,,,0,,,,,,,,,,,,2024048886,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048886,3,,3,02,,U,2,0121,25,,0,MANSFIELD AV,0,
3202,2024048897,11,02,02407,02407,2024,05,6,,,,3,1,8,1,00,0,2,00,0,0,2,3,1,0,0,0,0,0,1,0,0,0,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,40 20:57.800,80 02:47.100,40.349389,-80.046417,,,,N,,,,,0,,,,,,,,,,,,2024048897,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048897,3,,3,02,,W,4,AJJP,25,,,HIGHLAND RD,1,
3203,2024048899,11,02,02123,02123,2024,06,2,,,,3,1,1,1,00,0,2,00,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 20:26.371,80 03:49.158,40.340659,-80.063655,,,,N,,,,,0,,,,,,,,,,,,2024048899,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048899,3,,3,02,2,N,2,0019,40,,2483,WASHINGTON RD,0,
3204,2024048901,11,02,02301,02301,2024,06,2,,,,3,1,5,1,01,2,2,00,0,0,2,2,2,0,1,0,0,0,1,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,40 26:39.234,80 01:41.577,40.444232,-80.028216,,,7,N,,,,N,0,,,,,,,,,,,,2024048901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048901,3,,3,02,,N,2,0837,35,,310,WEST CARSON ST,1,
3205,2024048936,11,02,02301,02301,2024,05,3,,,,3,1,7,5,00,0,2,00,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,40 26:31.200,79 57:39.900,40.442,-79.961083,,,4,N,,,,N,0,,,,,,,,,,,,2024048936,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048936,3,,3,02,,W,4,AHHK,25,,,LOTHROP ST,1,
3206,2024048940,11,02,02212,02505,2024,05,5,,,,3,1,1,1,01,2,2,00,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 37:20.702,80 04:12.165,40.622417,-80.070046,,,,N,,,,,0,,,,,,,,,,,,2024048940,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048940,4,,,02,,S,4,,25,,,COLE RD,0,
3207,2024048946,11,02,02116,02116,2024,06,2,,,,3,1,4,1,02,2,2,07,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,40 33:02.028,80 01:09.632,40.550563,-80.019342,,,,N,,,,,0,,,,,,,,,,,,2024048946,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,2024048946,4,,3,02,,S,4,4003,40,,1820,MCKNIGHT RD,2,
3208,2024048950,11,02,02301,02301,2024,05,6,,,,3,1,4,1,01,2,2,00,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:59.400,79 55:46.730,40.449833,-79.929647,,,,N,,,,,0,,,,,,,,,,,,2024048950,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048950,3,,,02,2,E,4,,25,,,5TH AV,0,
3209,2024048952,11,02,02301,02301,2024,05,5,,,,3,1,4,1,02,0,2,00,0,0,2,6,2,1,0,0,1,0,0,0,0,0,4,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,40 26:48.700,79 53:39.245,40.446861,-79.894235,,,3,N,,,,N,0,,,,,,,,,,,,2024048952,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,2024048952,5,,,02,,W,4,,25,,,EAST END AV,4,
3210,2024048956,11,02,02407,02407,2024,05,3,,,,7,9,4,1,00,0,2,07,0,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,40 19:57.200,80 01:50.900,40.332556,-80.030806,,,1,N,,,,Y,0,,,,,,,,,,,,2024048956,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,2024048956,3,,,02,,N,4,,25,,,BRIGHTWOOD RD,1,
3211,2024048961,11,02,02301,02301,2024,05,3,,,,3,1,4,1,00,3,2,07,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:10.700,79 55:39.300,40.419639,-79.927583,,,,N,,,,,0,,,,,,,,,,,,2024048961,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048961,3,,3,02,,E,4,AH6E,25,,,HAZELWOOD AV,0,
3212,2024048964,11,02,02122,02122,2024,06,2,,,,3,1,7,3,00,0,2,03,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 28:33.409,80 03:24.629,40.475947,-80.056841,,,3,Y,,,,Y,1,1,8,35,0,,,0,,,,1,2024048964,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,2024048964,3,,3,02,,E,2,3104,35,,490,MCKEES ROCKS BR,1,
3213,2024048980,11,02,02301,02301,2024,05,2,,,,3,1,4,1,01,2,2,00,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:06.415,79 57:23.074,40.435115,-79.956409,,,,N,,,,,0,,,,,,,,,,,,2024048980,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2024048980,5,,,02,,N,4,,25,,,BATES ST,0,
3214,2024048987,11,02,02214,02214,2024,06,3,,,,4,1,7,5,00,0,1,00,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,40 25:31.000,80 14:48.000,40.425278,-80.246667,,,5,N,,,,N,0,,,,,,,,,,,,2024048987,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,2024048987,3,,3,02,2,W,4,AFH3,35,,,DONALDSON RD,2,
